"","song.id","analysis.sample.rate","artist.7digitalid","artist.familiarity","artist.hotttnesss","artist.playmeid","danceability","duration","end.of.fade.in","energy","key","key.confidence","loudness","mode","mode.confidence","release.7digitalid","song.hotttnesss","start.of.fade.out","tempo","time.signature","time.signature.confidence","year"
"30","TRPLYNA128C7196609",22050,54,"0.6999995",0.50557226,2055,0,301.81833,0.165,0,3,0.029,-4.942,1,0.393,66,0.4432913119,292.676,119.315,4,0.155,0
"31","TRPLYUX128F932E96A",22050,27717,"0.67432606",0.43999216,6618,0,120.86812,2.682,0,7,0.802,-7.135,0,0.589,506040,0.3560643,114.387,141.999,3,0.338,0
"32","TRPLYVO128F4274F70",22050,76581,"0.4163273",0.29439044,72710,0,249.62567,0.363,0,9,0.813,-15.297,1,0.504,94934,0.3560643,235.439,123.432,4,0.703,1983
"33","TRPLYGT128F4263570",22050,65059,"0.51533777",0.3237824,70739,0,252.02893,0,0,3,0.672,-10.573,0,0.886,152075,0,240.675,96.019,3,0.884,0
"34","TRPLYJB12903CC5028",22050,5255,"0.40426335",0.30532146,-1,0,72.4371,0.322,0,5,0.689,-19.035,0,0.694,762486,0.3560643,72.437,115.762,4,0.152,0
"35","TRPLYPP128F931EF14",22050,191954,"0.44442472",0.3174758,-1,0,219.7416,0,0,10,0.642,-5.593,0,0.593,628068,0.3560643,216.317,222.461,4,0,0
"36","TRPLYJD12903CA3EA2",22050,436230,"0.43520412",0.3563429,149528,0,224.23465,0.479,0,7,0.172,-5.34,1,0.55,661269,0.3560643,214.465,195.684,4,0.396,0
"37","TRPLYMV128F426657B",22050,4683,"0.6183999",0.4750825,-1,0,243.09506,0.336,0,11,0.708,-6.666,0,0.977,153060,0.3560643,239.961,146.192,4,0,0
"38","TRPLYOY128F428D219",22050,366260,"0.38200837",0.24928717,40645,0,364.93015,7.732,0,7,0.566,-16.071,1,0.688,296775,0.3560643,361.471,160.788,4,0.764,0
"39","TRPLYXV128F93319A9",22050,26538,"0.6148498",0.44724154,-1,0,246.15138,0,0,6,0.987,-7.709,1,0.758,551270,0.6416387659,236.832,98.177,1,0.738,2009
"40","TRPLYVD128F92CA755",22050,39270,"0.6747461",0.456905,14449,0,221.49179,0.456,0,10,0.315,-12.823,0,0.475,372203,0.2217038312,216.869,90.234,1,0.73,0
"41","TRPLYLU128F42693F1",22050,2768,"0.69543195",0.51331156,4938,0,393.22076,0.638,0,2,0.482,-22.92,1,0.512,154489,0.3560643,385.562,167.165,4,0.868,1957
"42","TRPLYUK12903CDDE56",22050,26889,"0.5527245",0.3723362,160541,0,307.30405,0.084,0,7,0.325,-7.345,1,0.536,681884,0.4137398359,304.982,87.073,3,0.969,2003
"43","TRPLYEZ128F426B77F",22050,158312,"0.4514623",0.34200642,-1,0,168.0975,0.293,0,7,0.009,-5.785,1,0.311,209081,0.3560643,162.296,144.993,4,0.646,0
"44","TRPLYJQ12903D019B8",22050,508369,"0.40824562",0.32030663,-1,0,182.43874,0,0,3,0.308,-10.797,1,0.351,694881,0,175.659,100.405,3,1,0
"45","TRPLIAK128EF342DBF",22050,11380,"0.54480016",0.3708782,-1,0,204.72118,2.705,0,10,0.152,-12.691,0,0.227,68729,0.4597249883,196.696,114.375,4,1,0
"46","TRPLIYM128F4246855",22050,14300,"0.92209274",0.5537822,2739,0,208.74403,0,0,10,0.255,-6.609,0,0.353,247606,0.3560643,208.744,164.021,4,0.514,0
"47","TRPLIZO128F426EC58",22050,198098,"0.53844595",0.44275436,-1,0,354.6379,0.16,0,4,0.725,-6.937,0,0.6,258895,0.3560643,340.434,162.961,3,0.246,0
"48","TRPLIUA12903CC37A9",22050,4009,"0.6289205",0.41123363,-1,0,230.66077,0.119,0,2,0.569,-19.245,0,0.524,584872,0.5859797661,220.723,82.109,3,0.284,2005
"49","TRPLIMH128F932AED2",22050,43366,"0.50415367",0.21802899,-1,0,211.25179,0.247,0,2,0.487,-4.786,0,0.593,504317,0.2120454055,207.424,204.86,4,0.306,0
"50","TRPLIGO128F9339E42",22050,345681,"0.42609096",0.21627785,-1,0,244.0877,2.241,0,2,0.908,-16.125,1,0.765,466884,0,237.505,75.715,4,0.619,0
"51","TRPLIMX128F428399B",22050,124558,"0.013030535",0,-1,0,197.51138,0.189,0,2,0.584,-8.562,0,0.375,162592,0.3560643,189.121,120.27,4,0.552,0
"52","TRPLIZB12903CCBDC4",22050,43786,"0.76898724",0.550031,44618,0,174.28853,0.345,0,11,0.469,-2.057,1,0.489,587839,0.2607091712,168.734,131.872,4,0.632,0
"53","TRPLIZX128F42858F8",22050,165443,"0.59645957",0.36927924,-1,0,130.79465,0.206,0,7,0.149,-6.431,1,0.456,218888,0.4967120736,127.988,170.742,4,0.663,2003
"54","TRPLIKN128F145C4BF",22050,15863,"0.5865709",0.47952512,61545,0,280.18893,0,0,2,0.837,-5.662,1,0.692,24356,0,265.282,162.023,4,0.595,2001
"55","TRPLISD128F42895A9",22050,166949,"0.51045865",0.3818419,-1,0,232.28036,2.322,0,7,0.146,-8.547,1,0.547,220152,0,216.282,114.673,4,0.208,0
"56","TRPLIBB128F4277ABF",22050,160368,"0.562176",0.41517943,-1,0,216.7375,0,0,10,0.571,-8.51,0,0.501,212756,0.4909042005,207.853,114.146,4,0.813,2008
"57","TRPLIYP128F9316695",22050,90834,"0.69085693",0.38476664,9263,0,243.40852,0.508,0,2,0.508,-9.994,0,0.599,453449,0.4540427661,235.265,104.159,4,0.841,2009
"58","TRPLIYP128F4226646",22050,17668,"0.5440663",0.35193217,75819,0,152.68526,0.467,0,0,0.503,-6.04,1,0.563,177537,0.3560643,147.83,216.027,4,1,0
"59","TRPLIQD128F422BC70",22050,21192,"0.61346495",0.41211554,-1,0,200.28036,0.247,0,9,0.925,-21.944,0,0.815,126778,0.5704929717,180.245,102.78,3,1,2007
"60","TRPLIQI128F4243AE0",22050,45163,"0.45638722",0.29421905,-1,0,236.40771,0.434,0,2,0,-15.981,1,0,239649,0.3560643,227.004,122.829,4,1,0
"61","TRPLIBT128F930B76D",22050,461624,"0.24644127",0,-1,0,274.38974,0.306,0,3,0.03,-12.734,0,0.232,620434,0.3560643,271.464,154.044,4,1,1994
"62","TRPLITY128F4298B8B",22050,64590,"0.60085756",0.40681952,-1,0,44.40771,0,0,6,0.295,-5.296,0,0.448,112207,0,44.408,65.695,1,0,0
"63","TRPLIUN128F933168E",22050,343170,"0.49987662",0.29374757,-1,0,521.0379,0.148,0,0,0,-7.196,1,0.196,463477,0.3560643,486.603,138.548,5,0.551,2004
"64","TRPLIWN128F92F0536",22050,224012,"0.56227607",0.47303608,-1,0,224.7571,0.131,0,0,0.758,-6.425,1,0.667,437512,0.2884816427,211.743,105.983,4,0.116,2007
"65","TRPLIUZ128F14ABB3E",22050,49084,"0.20176491",0,-1,0,122.17424,0,0,10,0.111,-14.358,1,0.254,63500,0.3560643,118.294,115.288,5,0.142,0
"66","TRPLIZD128F42B4DEA",22050,17954,"0.6441636",0.39711154,-1,0,202.23955,0.258,0,6,0.168,-14.255,0,0.407,309431,0.5062709935,195.059,70.258,1,0.927,1971
"67","TRPLIAU128E07896C8",22050,7514,"0.8270744",0.4922365,119613,0,182.85669,0.29,0,2,0.405,-12.932,1,0.489,11269,0.9024846353,170.063,106.902,4,0.083,0
"68","TRPLIPK128F92F8FCE",22050,521624,"0.37897983",0,-1,0,201.35138,0.229,0,1,0.998,-8.569,1,0.728,701572,0.2380509266,194.554,73.684,1,0,0
"69","TRPLIRL128F933BA6B",22050,343867,"0.4715368",0.3746373,-1,0,189.1522,0,0,1,0.571,-12.42,0,0.634,467600,0.3135621142,181.29,114.082,4,0.992,0
"70","TRPLITJ128F4261D0E",22050,8584,"0.62369823",0.42179522,18350,0,192.91383,0.218,0,7,0.068,-20.537,1,0.509,87116,0.3560643,185.44,105.605,4,0.073,1994
"71","TRPLIXT128F1463A69",22050,16656,"0.58457273",0.3768357,-1,0,329.0379,2.165,0,2,0.055,-6.963,1,0.256,26809,0.3560643,329.038,84.999,4,0.489,1999
"72","TRPLIEF128F421E5F8",22050,133135,"0.31807768",0.28902826,59031,0,260.91058,0.189,0,4,0.412,-6.095,0,0.188,174983,0.3560643,240.733,139.84,4,0.419,2001
"73","TRPLIEW128E07862A9",22050,368,"0.7431298",0.49356684,-1,0,201.11629,0,0,10,0.48,-7.126,0,0.524,8566,0.6373112764,201.116,196.628,4,0.599,0
"74","TRPLIWF128F93371B7",22050,344917,"0.39759445",0.33144453,-1,0,140.9824,2.873,0,7,0.755,-7.001,1,0.421,465742,0,129.173,100.927,4,0.956,0
"75","TRPLISC128F92FE8D3",22050,357763,"0.460658",0,-1,0,232.04526,2.862,0,6,0.054,-9.32,0,0.282,532318,0.3560643,232.045,105.991,4,0,0
"76","TRPLIMW128F92D4A6B",22050,287035,"0.73475546",0.5072353,9579,0,181.99464,0.236,0,8,0.565,-5.07,0,0.548,426214,0.6465363605,176.234,168.022,4,0.258,2008
"77","TRPLIFI128F4249D32",22050,4970,"0.6798286",0.472258,3016,0,219.6371,0.31,0,7,0.251,-7.986,1,0.475,238583,0,206.576,74.205,5,0.409,0
"78","TRPLITT128F424999F",22050,21564,"0.6304711",0.501856,370,0,175.1767,0.373,0,7,0.684,-6.55,1,0.807,256910,0.3560643,164.409,142.491,4,0.182,1972
"79","TRPLITM128F4233A30",22050,14992,"0.51972187",0.33634838,-1,0,244.40118,0.287,0,0,0.629,-14.935,1,0.526,130769,0.3560643,240.64,133.383,4,0,0
"80","TRPLIDJ128F9317788",22050,61248,"0.50402325",0.40137702,14424,0,300.4077,0,0,9,0.671,-9.164,1,0.616,454380,0.4842173471,290.302,93.463,4,0.532,2003
"81","TRPLIFZ128EF34102A",22050,52542,"0.6018187",0.3584895,-1,0,197.38077,1.036,0,11,0.427,-6.158,0,0.617,67805,0.5035762243,192,107.201,1,0,2008
"82","TRPLIMA128F4295DB4",22050,168399,"0.5429919",0.33649778,-1,0,217.36444,0.241,0,11,1,-13.694,1,0.633,224915,0.3560643,202.652,138.396,3,0.813,0
"83","TRPLIZM128F427658F",22050,69799,"0.48918867",0.36950266,-1,0,781.97504,0,0,9,0.954,-6.889,1,0.761,244542,0.4137524216,759.931,120.021,4,1,2007
"84","TRPLICX128F92FDEC1",22050,16474,"0.55147743",0.38072824,6141,0,184.5024,0.205,0,7,1,-20.296,1,0.859,341851,0.3560643,172.925,114.043,4,0.235,0
"85","TRPLIDS128F42513E5",22050,8808,"0.6753573",0.46388975,5420,0,288.49588,0.467,0,5,0.622,-7.513,1,0.533,197954,0.2707759989,285.896,113.388,4,0,2003
"86","TRPLIUD128F92E07EB",22050,351269,"0.41300038",0.37109634,-1,0,215.1179,3.28,0,7,0.006,-5.516,1,0.385,474505,0.2150803185,206.147,126.367,4,0.522,0
"87","TRPLIKR128EF34E40C",22050,7492,"0.54953784",0.40779918,-1,0,219.08853,0.131,0,0,0.854,-9.813,1,0.755,74792,0.3560643,211.069,105.572,3,0.765,0
"88","TRPLIAD128F9301223",22050,717545,"0.349012",0,-1,0,244.92363,0,0,5,0.337,-8.519,1,0.446,488209,0.3560643,237.337,125.011,4,0.581,0
"89","TRPLICY128F930BE4B",22050,165446,"0.71272624",0.44965348,-1,0,200.0975,0.067,0,5,0.046,-9.398,1,0.558,536805,0.3560643,188.471,117.012,4,0.995,2004
"90","TRPLIDD128F428011A",22050,9391,"0.36042815",0.33736444,-1,0,260.5971,1.332,0,0,0.332,-12.599,0,0.323,217160,0.2120454055,245.94,114.96,4,0.731,0
"91","TRPLIEO12903CDA4D2",22050,70146,"0.55755115",0.40944585,78961,0,1246.0404,3.64,0,8,0.512,-13.855,1,0.583,680691,0.3560643,1238.111,141.445,7,0.508,0
"92","TRPLIMA128F14B04C8",22050,50493,"0.6203921",0.39066052,-1,0,200.80281,0.305,0,11,0.557,-15.138,1,0.555,65402,0,191.64,89.931,3,0.881,1966
"93","TRPLIZT128EF34B9A1",22050,56741,"0.61661726",0.41643894,16622,0,255.60771,2.142,0,7,0.816,-8.441,1,0.807,72134,0.5654510122,241.894,137.973,4,0.62,1998
"94","TRPLIQI128F932C14C",22050,236157,"0.4094058",0.3212346,-1,0,242.02403,0.061,0,2,0.791,-10.633,1,0.607,632899,0.3560643,234.133,183.954,4,0.946,0
"95","TRPLITO128F42B5D74",22050,32277,"0.47923487",0.35968125,-1,0,285.02158,0,0,11,0.365,-12.372,0,0.515,309790,0.2120454055,269.137,107.68,3,1,2008
"96","TRPLIWK128F9340051",22050,23095,"0.6231788",0.39055273,-1,0,303.33344,0,0,1,0.308,-6.28,1,0.522,640680,0.2669551863,299.108,127.994,4,0.677,2009
"97","TRPLIQD128F4255085",22050,5004,"0.6336497",0.46358597,-1,0,345.33832,0.729,0,7,0.998,-9.545,1,1,250635,0.3560643,334.785,101.226,4,0.562,1976
"98","TRPLIFG128F14A9173",22050,4611,"0.5629016",0.36734486,39225,0,273.08362,19.905,0,7,0.96,-13.066,1,0.625,62371,0.5614285176,266.681,122.916,1,0.928,1968
"99","TRPLIRF128F934AD7C",22050,111257,"0.6325594",0.5438008,157177,0,382.87628,0.125,0,6,0.805,-8.973,1,0.754,559878,0.5924774142,373.092,192.45,4,0.13,1997
"100","TRPLIQB128F92F887B",22050,156211,"0.51839346",0.3820087,-1,0,506.67056,0,0,5,0,-6.456,0,0.095,394092,0.2707759989,492.942,140.007,4,0,0
"101","TRPLIUG12903D138CE",22050,8862,"0.9089843",0.5625067,2007,0,170.1873,0.421,0,6,0.054,-5.125,1,0.262,792168,0.5423075262,166.603,86.7,5,1,2010
"102","TRPLIOW128F92DE557",22050,3032,"0.747712",0.45395702,11232,0,283.58484,0,0,7,1,-9.798,1,1,325309,0.3560643,265.654,132.711,4,0.245,1979
"103","TRPLILW128F42B0822",22050,154122,"0.48398298",0.34625947,-1,0,386.92526,0.276,0,1,0.84,-12.311,1,0.683,306878,0.3560643,384.11,155.902,1,0.911,0
"104","TRPLIXZ128F1493FDC",22050,38817,"0.5049425",0.33152595,-1,0,186.20036,0.775,0,7,0.487,-8.321,1,0.498,52890,0.6614452229,178.265,109.992,4,1,2006
"105","TRPLOVM128F4230A98",22050,171408,"0.49112707",0.3956057,-1,0,275.4608,0.368,0,8,0.571,-6.199,0,0.449,236697,0.4981315897,263.75,93.981,4,0.833,0
"106","TRPLOLJ12903CBA4C8",22050,20911,"0.706367",0.42393428,-1,0,328.56772,0,0,8,0.423,-10.649,1,0.452,758334,0.3560643,328.568,109.828,1,0,0
"107","TRPLOAI128F92D3BC5",22050,77,"0.73360115",0.40493053,65807,0,206.2624,6.385,0,7,0.36,-14.424,1,0.342,426076,0.3560643,194.287,110.088,4,0.578,1973
"108","TRPLOGG128F424B77E",22050,48515,"0.4682509",0.41084158,80185,0,140.22485,0.183,0,0,0.688,-9.267,1,0.622,272334,0.3560643,136.15,152.556,1,0,1998
"109","TRPLOMJ128EF33F039",22050,51216,"0.4735548",0.41172826,-1,0,269.5571,0.415,0,9,0.919,-6.748,1,0.716,66581,0.3560643,254.74,137.824,4,0.979,2005
"110","TRPLOHI128F14ACB96",22050,9855,"0.72393304",0.59226704,3473,0,209.21423,0.433,0,9,0.374,-23.37,0,0.632,63888,0.3560643,198.879,125.563,7,0.566,1989
"111","TRPLOZC128F423DC74",22050,56940,"0.69153583",0.4679953,138239,0,246.69995,0.061,0,6,0.413,-4.183,1,0.421,243521,0.3195659869,238.312,115.934,3,0.584,2004
"112","TRPLOFM128F4260774",22050,100430,"0.59084857",0.41166323,159224,0,448.20853,0,0,0,0.605,-20.329,0,0.577,204227,0.3560643,441.197,140.003,1,0,0
"113","TRPLONI128F1461B88",22050,18092,"0.53646123",0.357338,-1,0,268.48608,0.386,0,8,0.59,-8.561,1,0.669,26085,0.3560643,243.792,135.816,4,0,1993
"114","TRPLONT128F425D131",22050,23433,"0.42218482",0.33347315,-1,0,61.72689,0.374,0,2,0.386,-14.039,1,0.519,202510,0.4396546597,61.727,168.18,1,0,0
"115","TRPLOJF12903D01F21",22050,498968,"0.6105486",0.48236108,181174,0,207.22893,0.118,0,3,0.226,-3.901,0,0.411,740336,0.5352158063,196.458,119.011,4,0.347,2010
"116","TRPLOFI128F934D47E",22050,176180,"0.64842474",0.41710538,-1,0,188.44688,0.194,0,11,1,-6.634,0,0.792,560947,0.3560643,183.153,170.006,4,0.228,0
"117","TRPLOOZ12903CBEE0F",22050,476514,"0.42386124",0.38362825,-1,0,536.6591,0,0,7,0.494,-6.022,1,0.476,670861,0.3560643,514.781,140.054,4,0.391,2005
"118","TRPLOWM128F146E7CC",22050,1010,"0.7481047",0.5459755,1770,0,221.67465,2.972,0,2,0.011,-7.155,1,0.333,31677,0.345802234,211.905,154.501,5,1,0
"119","TRPLOEK128F4226B41",22050,12013,"0.5943958",0.3668644,-1,0,263.3922,0,0,2,0.411,-12.041,1,0.431,123686,0,254.433,124.1,4,0.779,0
"120","TRPLOWD12903D098A0",22050,519126,"0.35257876",0.24413049,-1,0,248.16281,0.334,0,5,0.286,-7.666,0,0.216,697999,0.2669551863,245.156,192.76,5,0.649,2002
"121","TRPLOEX128F4226F08",22050,-1,"0.1886677",0,-1,0,244.13995,0,0,0,0.357,-5.119,1,0.421,232951,0.3560643,241.604,130.451,4,1,0
"122","TRPLOOU128F92E6ED8",22050,46833,"0.8784615",0.6542519,4756,0,213.62894,0,0,1,0.7,-3.968,1,0.505,329574,0.7629159783,207.668,97.024,4,0.928,0
"123","TRPLOTZ128F4281E97",22050,124161,"0.5935944",0.3896184,55882,0,221.02159,0.369,0,11,0.208,-4.123,0,0.669,161954,0.5533789135,212.753,122.983,4,1,0
"124","TRPLOEQ128F9335297",22050,408075,"0.5571754",0.44738656,-1,0,270.393,0,0,10,0,-4.311,1,0,552457,0.424090811,265.114,91.004,4,0.738,2006
"125","TRPLOSU128F9347D8D",22050,618,"0.7864271",0.51222676,-1,0,44.64281,0.119,0,7,0.199,-19.85,1,0.354,472444,0.3041695034,41.808,90.772,5,0.703,0
"126","TRPLOAS128F932DA28",22050,7198,"0.55090797",0.39946714,-1,0,85.99465,0,0,8,0.42,-8.58,1,0.548,505429,0,85.995,182.281,3,1,0
"127","TRPLOQX12903CA6D26",22050,203565,"0.6349004",0.4151555,64174,0,74.84036,0,0,10,0.652,-9.142,0,0.499,751223,0.3969052201,74.84,173.929,4,0.658,0
"128","TRPLOHZ128F93170E0",22050,205188,"0.30447754",0.32508346,17871,0,188.18567,0.136,0,2,0.212,-16.243,0,0.323,407539,0.3560643,182.091,163.062,1,0,0
"129","TRPLONP128F149EC92",22050,4960,"0.61443394",0.41997078,1450,0,190.04036,0.357,0,9,0.321,-9.931,0,0.3,57789,0,172.071,122.796,4,0.314,0
"130","TRPLOWW12903CDA7E1",22050,20037,"0.33052075",0.2092971,203316,0,157.90974,0,0,0,0.549,-9.266,1,0.552,725661,0.2589659775,153.345,130.074,4,0.022,1968
"131","TRPLOXW12903D08CF2",22050,284,"0.63566077",0.47572565,1993,0,154.8273,0.578,0,1,0.594,-4.202,1,0.615,788077,0.3560643,154.827,105.22,1,0,0
"132","TRPLOWQ128F42469DB",22050,191220,"0.52613837",0.4149712,51356,0,203.91138,0,0,7,0.783,-7.121,1,0.602,247631,0.3759843015,193.057,115.995,1,0.152,2006
"133","TRPLOCX12903D03BD2",22050,49952,"0.597136",0.44000265,3036,0,181.60281,0.235,0,3,0.289,-10.024,1,0.406,695595,0.3560643,168.618,137.154,1,0,1976
"134","TRPLODW12903CC5AB0",22050,27606,"0.5211754",0.33359015,-1,0,155.34975,0.096,0,11,0.14,-21.525,0,0.073,673625,0.3560643,148.23,173.498,3,0.857,1991
"135","TRPLOCN128F9322BC6",22050,8540,"0.4511973",0.3901802,-1,0,248.92036,0.264,0,2,0.009,-9.019,1,0.364,359386,0.3560643,236.536,107.886,4,0.869,2007
"136","TRPLOTI128F9332283",22050,1588,"0.5415668",0.41073915,-1,0,436.34894,0,0,1,0.601,-12.003,1,0.419,507277,0.3135621142,436.349,101.433,4,1,0
"137","TRPLOLB128F14813ED",22050,14824,"0.60592884",0.38389295,27810,0,161.20119,0,0,9,0,-24.067,0,0.089,41614,0.3560643,156.828,81.781,1,0.726,0
"138","TRPLOAB12903CB6792",22050,529233,"0.5333122",0.40440145,-1,0,134.5824,0.13,0,2,0.168,-4.817,1,0.546,711683,0.430160637,131.442,136.982,4,1,2009
"139","TRPLOHA128F934B1ED",22050,94223,"0.7086353",0.46432513,-1,0,141.29587,0.067,0,10,0.42,-7.359,0,0.407,559983,0.5908240648,138.199,233.42,4,0,0
"140","TRPLOKE128F421BEE1",22050,4497,"0.65456367",0.46446097,-1,0,290.82077,0.061,0,0,0.422,-6.262,1,0.443,228778,0.6461512338,276.614,154.023,4,0.057,0
"141","TRPLORM128F9341C11",22050,4373,"0.56497514",0.4012989,-1,0,227.05586,0.219,0,5,0.693,-26.127,1,0.764,512800,0.3560643,214.982,111.796,3,0.477,0
"142","TRPLOTA128EF35D620",22050,37397,"0.479778",0.31224927,-1,0,263.91464,0,0,0,0.595,-9.346,1,0.583,80748,0,247.612,127.995,4,0.806,2004
"143","TRPLOOJ12903CA70B8",22050,143818,"0.538399",0.37179017,34686,0,172.19873,0,0,11,0,-12.326,0,0.145,795169,0,156.74,105.386,1,0,0
"144","TRPLODT128EF362FC5",22050,66801,"0.57819104",0.4343831,54749,0,99.00363,0,0,0,0.523,-5.314,1,0.503,83637,0,93.814,144.089,4,0.049,2005
"145","TRPLOYO128F931B3D0",22050,361715,"0.48143256",0.43187425,-1,0,336.2477,2.229,0,2,0.025,-5.123,1,0.395,626668,0.4330050773,320.998,123.984,4,0.871,2008
"146","TRPLOQO128F4294E66",22050,28657,"0.40531218",0.3155508,57543,0,169.87383,0.438,0,0,0.476,-17.768,0,0.509,224626,0.3560643,163.794,169.322,4,0.877,0
"147","TRPLOKK12903D0D37D",22050,520176,"0.5406585",0,-1,0,83.53914,0,0,4,0.758,-3.54,1,0.671,699557,0.5303857951,83.539,167.855,4,0.1,0
